1406653940 0
1409354502 1225548
1409513262 1230217
1409607801 1230216
1409703400 1230216
1409856457 1230216
1409856656 1230216
1409856877 1230216
1409857084 1230374
1409857143 1230374
1409877277 1230935
1409877493 1230956
1409951846 1230978
1410563911 1233582
1410564081 1234115
1410564261 1234115
1410564543 1234132
1411493304 1236779
1411494123 1237393
1411494877 1237197
1411585769 1237196
1411590255 1236738
1412046699 1236738
1413918770 1236748
1413918999 1232471
1414430914 1232471
1414441449 1231975
1414790891 1233161
1414800211 1233161
1414801629 1233172
1414821440 1233171
1414821847 1233169
1414823969 1233166
1414824529 1233161
1414824737 1233162
1414825326 1233171
1414825909 1233170
1414826466 1233171
1414828645 1232495
1414901550 1232491
1414984733 1232512
1414985852 1232513
1414987281 1232502
1414987961 1232504
1414988198 1232502
1414995678 1232515
1414997399 1232511
1415039705 1232511
1415043264 1232511
1415043271 1232517
1415049339 1232517
1415050230 1232516
1415051173 1232516
1415052204 1232516
1415053064 1232598
1415053330 1232598
1415054234 1232608
1415054705 1232597
1415057320 1232597
1415063292 1232542
1415063301 1232542
1415063580 1232543
1415116912 1232551
1415119112 1232539
1415119578 1232532
1415121032 1232537
1415121222 1232536
1415121450 1232537
1415122493 1232547
1415123093 1232547
1415127628 1232544
1415127638 1232542
1415130216 1232539
1415130222 1232551
1415130599 1232553
1415131515 1232554
1415135153 1232803
1415136918 1232808
1415137678 1232796
1415137857 1232796
1415139285 1232798
1415144406 1232801
1415147710 1232824
1415147859 1232824
1415148736 1232826
1415148806 1232826
1415150534 1232823
1415151073 1232825
1415151082 1232834
1415157949 1232834
1415157960 1232834
1415158868 1232749
1415160455 1232753
1415165754 1232748
1415166672 1232757
1415753394 1232790
1415753402 1232976
1415987134 1232975
1416269600 1232981
1416269610 1233327
1416450461 1233327
1416478217 1233335
1416626112 1233251
1417317538 1233787
1417317591 1698077
1417319638 1698077
1417579369 1698086
1417579389 1698086
1417717132 1698092
1417717771 1698086
1417738602 1698092
1418118757 1698090
1418198780 1698103
1418199263 1698112
1421499820 1698800
1421502037 1703854
1421564914 1703790
1421736089 1703818
1422045311 1703851
1422046038 1703980
1422124962 1703995
1422125126 1703995
1422125266 1704094
1422343870 1704096
1422394914 1704107
1422565609 1704108
1422565658 1704901
1422569717 1704901
1422569939 1704902
1422735451 1704899
1423165202 1704899
1423168117 1704898
1423251931 1705155
1423257548 1705156
1423257590 1705156
1423262841 1730155
1423263156 1730162
1423373492 1742644
1423382140 1730431
1424464756 1730431
1425181443 1730434
1425181936 1730434
1425182393 1730440
1425239767 1730519
1425258086 1736746
1425261547 1736746
1425488515 1736813
1426881451 1736859
1426883086 1785116
1426919493 1785469
1427334599 1785821
1427334845 1785821
1427336158 1785755
