microsoft.com 1 14525
gmail.com 2 479
hotmail.com 3 345
mit.edu 4 138
users.noreply.github.com 5 132
msra-frank.fareast.corp.microsoft.com 6 88
example.com 7 35
outlook.com 8 34
alum.mit.edu 9 31
nvidia.com 10 19
