1327499720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1327938881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1327943342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328028595 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328094749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328103190 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328104399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328107017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328184053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328195181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328260350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328263441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328263782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328380253 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328381268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328477891 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328486476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328622553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328624081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328624105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328695060 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328769495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1328769638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
