1446856078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1446863831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1446875858 0 0 0 4223 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1446922181 0 0 0 4465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1446933504 0 0 0 6541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1446935606 0 0 0 6546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447011446 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447019816 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447024477 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447033308 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447039421 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447039735 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447045469 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447046850 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447047697 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447049284 0 0 0 8611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447079934 0 0 0 8881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447092667 0 0 0 10056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447123373 0 0 0 10658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447197781 0 0 0 10876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447206079 0 0 0 10901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447209048 0 0 0 10901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447271531 0 0 0 11413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447296321 0 0 0 14911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1447300802 0 0 0 14911 0 0 0 0 0 0 0 0 0 0 0 0 0 503 0 0
1447301042 0 0 0 14911 0 0 0 0 0 0 0 0 0 0 0 0 0 560 0 0
1447301260 0 0 0 14911 0 0 0 0 0 0 0 0 0 0 0 0 0 560 0 0
1447301481 0 0 0 14911 0 0 0 0 0 0 0 0 0 0 0 0 0 561 0 0
1447356420 0 0 0 15722 0 0 0 0 0 0 0 0 0 0 0 0 0 561 0 0
1447370756 0 0 0 15722 0 0 0 0 0 0 0 0 0 0 0 0 0 563 0 0
1447375656 0 0 0 16119 0 0 0 0 0 0 0 0 0 0 0 0 0 563 0 0
1447382085 0 0 0 16383 0 0 0 0 0 0 0 0 0 0 0 0 0 563 0 0
1447387118 0 0 0 16383 0 0 0 0 0 0 0 0 0 0 0 0 0 579 0 0
1447389228 0 0 0 16383 0 0 0 0 0 0 0 0 0 0 0 0 0 728 0 0
1447397186 0 0 0 16383 0 0 0 0 0 0 0 0 0 0 0 0 0 745 0 0
1447437908 0 0 0 16383 0 0 0 0 0 0 0 0 0 0 0 0 0 815 0 0
1447694141 0 0 0 16871 0 0 0 0 0 0 0 0 0 0 0 0 0 815 0 0
1447701096 0 0 0 17597 0 0 0 0 0 0 0 0 0 0 0 0 0 815 0 0
